txName: TChiWH
constraint: [[['W']],[['higgs']]]
condition: None
conditionDescription: None
figureUrl: https://cms-results.web.cern.ch/cms-results/public-results/publications/SUS-18-007/CMS-SUS-18-007_Figure_004.pdf
source: CMS
validated: True
axes: [[x, y], [x, y]]
finalState: ['MET', 'MET']
intermediateState: None
upperLimits: [[[[1.2625E+02*GeV,1.2500E+00*GeV],[1.2625E+02*GeV,1.2500E+00*GeV]],3.1465E+00*pb],
[[[2.4875E+02*GeV,1.0375E+02*GeV],[2.4875E+02*GeV,1.0375E+02*GeV]],1.5692E+00*pb],
[[[2.4875E+02*GeV,1.0625E+02*GeV],[2.4875E+02*GeV,1.0625E+02*GeV]],1.6829E+00*pb],
[[[2.4875E+02*GeV,1.0875E+02*GeV],[2.4875E+02*GeV,1.0875E+02*GeV]],1.7967E+00*pb],
[[[2.4875E+02*GeV,1.1125E+02*GeV],[2.4875E+02*GeV,1.1125E+02*GeV]],1.9104E+00*pb],
[[[2.4875E+02*GeV,1.1375E+02*GeV],[2.4875E+02*GeV,1.1375E+02*GeV]],2.0242E+00*pb],
[[[2.4875E+02*GeV,1.1625E+02*GeV],[2.4875E+02*GeV,1.1625E+02*GeV]],2.1379E+00*pb],
[[[2.4875E+02*GeV,1.1875E+02*GeV],[2.4875E+02*GeV,1.1875E+02*GeV]],2.2517E+00*pb],
[[[2.4875E+02*GeV,1.2125E+02*GeV],[2.4875E+02*GeV,1.2125E+02*GeV]],2.3654E+00*pb],
[[[2.4875E+02*GeV,1.2375E+02*GeV],[2.4875E+02*GeV,1.2375E+02*GeV]],2.4792E+00*pb],
[[[2.5125E+02*GeV,1.2500E+00*GeV],[2.5125E+02*GeV,1.2500E+00*GeV]],8.6762E-01*pb],
[[[2.5125E+02*GeV,3.7500E+00*GeV],[2.5125E+02*GeV,3.7500E+00*GeV]],8.6982E-01*pb],
[[[2.5125E+02*GeV,6.2500E+00*GeV],[2.5125E+02*GeV,6.2500E+00*GeV]],8.7202E-01*pb],
[[[2.5125E+02*GeV,8.7500E+00*GeV],[2.5125E+02*GeV,8.7500E+00*GeV]],8.7422E-01*pb],
[[[2.5125E+02*GeV,1.1250E+01*GeV],[2.5125E+02*GeV,1.1250E+01*GeV]],8.7642E-01*pb],
[[[2.5125E+02*GeV,1.3750E+01*GeV],[2.5125E+02*GeV,1.3750E+01*GeV]],8.7861E-01*pb],
[[[2.5125E+02*GeV,1.6250E+01*GeV],[2.5125E+02*GeV,1.6250E+01*GeV]],8.8081E-01*pb],
[[[2.5125E+02*GeV,1.8750E+01*GeV],[2.5125E+02*GeV,1.8750E+01*GeV]],8.8301E-01*pb],
[[[2.5125E+02*GeV,2.1250E+01*GeV],[2.5125E+02*GeV,2.1250E+01*GeV]],8.8521E-01*pb],
[[[2.5125E+02*GeV,2.3750E+01*GeV],[2.5125E+02*GeV,2.3750E+01*GeV]],8.8741E-01*pb],
[[[2.5125E+02*GeV,2.6250E+01*GeV],[2.5125E+02*GeV,2.6250E+01*GeV]],8.9077E-01*pb],
[[[2.5125E+02*GeV,2.8750E+01*GeV],[2.5125E+02*GeV,2.8750E+01*GeV]],8.9501E-01*pb],
[[[2.5125E+02*GeV,3.1250E+01*GeV],[2.5125E+02*GeV,3.1250E+01*GeV]],8.9926E-01*pb],
[[[2.5125E+02*GeV,3.3750E+01*GeV],[2.5125E+02*GeV,3.3750E+01*GeV]],9.0351E-01*pb],
[[[2.5125E+02*GeV,3.6250E+01*GeV],[2.5125E+02*GeV,3.6250E+01*GeV]],9.0776E-01*pb],
[[[2.5125E+02*GeV,3.8750E+01*GeV],[2.5125E+02*GeV,3.8750E+01*GeV]],9.1201E-01*pb],
[[[2.5125E+02*GeV,4.1250E+01*GeV],[2.5125E+02*GeV,4.1250E+01*GeV]],9.1625E-01*pb],
[[[2.5125E+02*GeV,4.3750E+01*GeV],[2.5125E+02*GeV,4.3750E+01*GeV]],9.2050E-01*pb],
[[[2.5125E+02*GeV,4.6250E+01*GeV],[2.5125E+02*GeV,4.6250E+01*GeV]],9.2475E-01*pb],
[[[2.5125E+02*GeV,4.8750E+01*GeV],[2.5125E+02*GeV,4.8750E+01*GeV]],9.2900E-01*pb],
[[[2.5125E+02*GeV,5.1250E+01*GeV],[2.5125E+02*GeV,5.1250E+01*GeV]],9.4155E-01*pb],
[[[2.5125E+02*GeV,5.3750E+01*GeV],[2.5125E+02*GeV,5.3750E+01*GeV]],9.6611E-01*pb],
[[[2.5125E+02*GeV,5.6250E+01*GeV],[2.5125E+02*GeV,5.6250E+01*GeV]],9.9067E-01*pb],
[[[2.5125E+02*GeV,5.8750E+01*GeV],[2.5125E+02*GeV,5.8750E+01*GeV]],1.0152E+00*pb],
[[[2.5125E+02*GeV,6.1250E+01*GeV],[2.5125E+02*GeV,6.1250E+01*GeV]],1.0398E+00*pb],
[[[2.5125E+02*GeV,6.3750E+01*GeV],[2.5125E+02*GeV,6.3750E+01*GeV]],1.0644E+00*pb],
[[[2.5125E+02*GeV,6.6250E+01*GeV],[2.5125E+02*GeV,6.6250E+01*GeV]],1.0889E+00*pb],
[[[2.5125E+02*GeV,6.8750E+01*GeV],[2.5125E+02*GeV,6.8750E+01*GeV]],1.1135E+00*pb],
[[[2.5125E+02*GeV,7.1250E+01*GeV],[2.5125E+02*GeV,7.1250E+01*GeV]],1.1380E+00*pb],
[[[2.5125E+02*GeV,7.3750E+01*GeV],[2.5125E+02*GeV,7.3750E+01*GeV]],1.1626E+00*pb],
[[[2.5125E+02*GeV,7.6250E+01*GeV],[2.5125E+02*GeV,7.6250E+01*GeV]],1.1784E+00*pb],
[[[2.5125E+02*GeV,7.8750E+01*GeV],[2.5125E+02*GeV,7.8750E+01*GeV]],1.1939E+00*pb],
[[[2.5125E+02*GeV,8.1250E+01*GeV],[2.5125E+02*GeV,8.1250E+01*GeV]],1.2094E+00*pb],
[[[2.5125E+02*GeV,8.3750E+01*GeV],[2.5125E+02*GeV,8.3750E+01*GeV]],1.2249E+00*pb],
[[[2.5125E+02*GeV,8.6250E+01*GeV],[2.5125E+02*GeV,8.6250E+01*GeV]],1.2404E+00*pb],
[[[2.5125E+02*GeV,8.8750E+01*GeV],[2.5125E+02*GeV,8.8750E+01*GeV]],1.2559E+00*pb],
[[[2.5125E+02*GeV,9.1250E+01*GeV],[2.5125E+02*GeV,9.1250E+01*GeV]],1.2714E+00*pb],
[[[2.5125E+02*GeV,9.3750E+01*GeV],[2.5125E+02*GeV,9.3750E+01*GeV]],1.2869E+00*pb],
[[[2.5125E+02*GeV,9.6250E+01*GeV],[2.5125E+02*GeV,9.6250E+01*GeV]],1.3024E+00*pb],
[[[2.5125E+02*GeV,9.8750E+01*GeV],[2.5125E+02*GeV,9.8750E+01*GeV]],1.3179E+00*pb],
[[[2.5125E+02*GeV,1.0125E+02*GeV],[2.5125E+02*GeV,1.0125E+02*GeV]],1.3861E+00*pb],
[[[2.5125E+02*GeV,1.0375E+02*GeV],[2.5125E+02*GeV,1.0375E+02*GeV]],1.4948E+00*pb],
[[[2.5125E+02*GeV,1.0625E+02*GeV],[2.5125E+02*GeV,1.0625E+02*GeV]],1.6034E+00*pb],
[[[2.5125E+02*GeV,1.0875E+02*GeV],[2.5125E+02*GeV,1.0875E+02*GeV]],1.7121E+00*pb],
[[[2.5125E+02*GeV,1.1125E+02*GeV],[2.5125E+02*GeV,1.1125E+02*GeV]],1.8208E+00*pb],
[[[2.5125E+02*GeV,1.1375E+02*GeV],[2.5125E+02*GeV,1.1375E+02*GeV]],1.9294E+00*pb],
[[[2.5125E+02*GeV,1.1625E+02*GeV],[2.5125E+02*GeV,1.1625E+02*GeV]],2.0381E+00*pb],
[[[2.5125E+02*GeV,1.1875E+02*GeV],[2.5125E+02*GeV,1.1875E+02*GeV]],2.1467E+00*pb],
[[[2.5125E+02*GeV,1.2125E+02*GeV],[2.5125E+02*GeV,1.2125E+02*GeV]],2.2554E+00*pb],
[[[2.5125E+02*GeV,1.2375E+02*GeV],[2.5125E+02*GeV,1.2375E+02*GeV]],2.3641E+00*pb],
[[[2.5125E+02*GeV,1.2625E+02*GeV],[2.5125E+02*GeV,1.2625E+02*GeV]],2.4175E+00*pb],
[[[2.5375E+02*GeV,1.2500E+00*GeV],[2.5375E+02*GeV,1.2500E+00*GeV]],8.4420E-01*pb],
[[[2.5375E+02*GeV,3.7500E+00*GeV],[2.5375E+02*GeV,3.7500E+00*GeV]],8.4630E-01*pb],
[[[2.5375E+02*GeV,6.2500E+00*GeV],[2.5375E+02*GeV,6.2500E+00*GeV]],8.4840E-01*pb],
[[[2.5375E+02*GeV,8.7500E+00*GeV],[2.5375E+02*GeV,8.7500E+00*GeV]],8.5050E-01*pb],
[[[2.5375E+02*GeV,1.1250E+01*GeV],[2.5375E+02*GeV,1.1250E+01*GeV]],8.5260E-01*pb],
[[[2.5375E+02*GeV,1.3750E+01*GeV],[2.5375E+02*GeV,1.3750E+01*GeV]],8.5470E-01*pb],
[[[2.5375E+02*GeV,1.6250E+01*GeV],[2.5375E+02*GeV,1.6250E+01*GeV]],8.5680E-01*pb],
[[[2.5375E+02*GeV,1.8750E+01*GeV],[2.5375E+02*GeV,1.8750E+01*GeV]],8.5890E-01*pb],
[[[2.5375E+02*GeV,2.1250E+01*GeV],[2.5375E+02*GeV,2.1250E+01*GeV]],8.6100E-01*pb],
[[[2.5375E+02*GeV,2.3750E+01*GeV],[2.5375E+02*GeV,2.3750E+01*GeV]],8.6337E-01*pb],
[[[2.5375E+02*GeV,2.6250E+01*GeV],[2.5375E+02*GeV,2.6250E+01*GeV]],8.6658E-01*pb],
[[[2.5375E+02*GeV,2.8750E+01*GeV],[2.5375E+02*GeV,2.8750E+01*GeV]],8.7064E-01*pb],
[[[2.5375E+02*GeV,3.1250E+01*GeV],[2.5375E+02*GeV,3.1250E+01*GeV]],8.7470E-01*pb],
[[[2.5375E+02*GeV,3.3750E+01*GeV],[2.5375E+02*GeV,3.3750E+01*GeV]],8.7876E-01*pb],
[[[2.5375E+02*GeV,3.6250E+01*GeV],[2.5375E+02*GeV,3.6250E+01*GeV]],8.8282E-01*pb],
[[[2.5375E+02*GeV,3.8750E+01*GeV],[2.5375E+02*GeV,3.8750E+01*GeV]],8.8688E-01*pb],
[[[2.5375E+02*GeV,4.1250E+01*GeV],[2.5375E+02*GeV,4.1250E+01*GeV]],8.9094E-01*pb],
[[[2.5375E+02*GeV,4.3750E+01*GeV],[2.5375E+02*GeV,4.3750E+01*GeV]],8.9500E-01*pb],
[[[2.5375E+02*GeV,4.6250E+01*GeV],[2.5375E+02*GeV,4.6250E+01*GeV]],8.9906E-01*pb],
[[[2.5375E+02*GeV,4.8750E+01*GeV],[2.5375E+02*GeV,4.8750E+01*GeV]],8.9957E-01*pb],
[[[2.5375E+02*GeV,5.1250E+01*GeV],[2.5375E+02*GeV,5.1250E+01*GeV]],9.1157E-01*pb],
[[[2.5375E+02*GeV,5.3750E+01*GeV],[2.5375E+02*GeV,5.3750E+01*GeV]],9.3504E-01*pb],
[[[2.5375E+02*GeV,5.6250E+01*GeV],[2.5375E+02*GeV,5.6250E+01*GeV]],9.5851E-01*pb],
[[[2.5375E+02*GeV,5.8750E+01*GeV],[2.5375E+02*GeV,5.8750E+01*GeV]],9.8199E-01*pb],
[[[2.5375E+02*GeV,6.1250E+01*GeV],[2.5375E+02*GeV,6.1250E+01*GeV]],1.0055E+00*pb],
[[[2.5375E+02*GeV,6.3750E+01*GeV],[2.5375E+02*GeV,6.3750E+01*GeV]],1.0289E+00*pb],
[[[2.5375E+02*GeV,6.6250E+01*GeV],[2.5375E+02*GeV,6.6250E+01*GeV]],1.0524E+00*pb],
[[[2.5375E+02*GeV,6.8750E+01*GeV],[2.5375E+02*GeV,6.8750E+01*GeV]],1.0759E+00*pb],
[[[2.5375E+02*GeV,7.1250E+01*GeV],[2.5375E+02*GeV,7.1250E+01*GeV]],1.0994E+00*pb],
[[[2.5375E+02*GeV,7.3750E+01*GeV],[2.5375E+02*GeV,7.3750E+01*GeV]],1.1147E+00*pb],
[[[2.5375E+02*GeV,7.6250E+01*GeV],[2.5375E+02*GeV,7.6250E+01*GeV]],1.1298E+00*pb],
[[[2.5375E+02*GeV,7.8750E+01*GeV],[2.5375E+02*GeV,7.8750E+01*GeV]],1.1446E+00*pb],
[[[2.5375E+02*GeV,8.1250E+01*GeV],[2.5375E+02*GeV,8.1250E+01*GeV]],1.1594E+00*pb],
[[[2.5375E+02*GeV,8.3750E+01*GeV],[2.5375E+02*GeV,8.3750E+01*GeV]],1.1742E+00*pb],
[[[2.5375E+02*GeV,8.6250E+01*GeV],[2.5375E+02*GeV,8.6250E+01*GeV]],1.1890E+00*pb],
[[[2.5375E+02*GeV,8.8750E+01*GeV],[2.5375E+02*GeV,8.8750E+01*GeV]],1.2038E+00*pb],
[[[2.5375E+02*GeV,9.1250E+01*GeV],[2.5375E+02*GeV,9.1250E+01*GeV]],1.2186E+00*pb],
[[[2.5375E+02*GeV,9.3750E+01*GeV],[2.5375E+02*GeV,9.3750E+01*GeV]],1.2335E+00*pb],
[[[2.5375E+02*GeV,9.6250E+01*GeV],[2.5375E+02*GeV,9.6250E+01*GeV]],1.2483E+00*pb],
[[[2.5375E+02*GeV,9.8750E+01*GeV],[2.5375E+02*GeV,9.8750E+01*GeV]],1.2749E+00*pb],
[[[2.5375E+02*GeV,1.0125E+02*GeV],[2.5375E+02*GeV,1.0125E+02*GeV]],1.3401E+00*pb],
[[[2.5375E+02*GeV,1.0375E+02*GeV],[2.5375E+02*GeV,1.0375E+02*GeV]],1.4440E+00*pb],
[[[2.5375E+02*GeV,1.0625E+02*GeV],[2.5375E+02*GeV,1.0625E+02*GeV]],1.5478E+00*pb],
[[[2.5375E+02*GeV,1.0875E+02*GeV],[2.5375E+02*GeV,1.0875E+02*GeV]],1.6517E+00*pb],
[[[2.5375E+02*GeV,1.1125E+02*GeV],[2.5375E+02*GeV,1.1125E+02*GeV]],1.7555E+00*pb],
[[[2.5375E+02*GeV,1.1375E+02*GeV],[2.5375E+02*GeV,1.1375E+02*GeV]],1.8594E+00*pb],
[[[2.5375E+02*GeV,1.1625E+02*GeV],[2.5375E+02*GeV,1.1625E+02*GeV]],1.9632E+00*pb],
[[[2.5375E+02*GeV,1.1875E+02*GeV],[2.5375E+02*GeV,1.1875E+02*GeV]],2.0670E+00*pb],
[[[2.5375E+02*GeV,1.2125E+02*GeV],[2.5375E+02*GeV,1.2125E+02*GeV]],2.1709E+00*pb],
[[[2.5375E+02*GeV,1.2375E+02*GeV],[2.5375E+02*GeV,1.2375E+02*GeV]],2.2101E+00*pb],
[[[2.5375E+02*GeV,1.2625E+02*GeV],[2.5375E+02*GeV,1.2625E+02*GeV]],2.2612E+00*pb],
[[[2.5375E+02*GeV,1.2875E+02*GeV],[2.5375E+02*GeV,1.2875E+02*GeV]],2.3241E+00*pb],
[[[2.5625E+02*GeV,1.2500E+00*GeV],[2.5625E+02*GeV,1.2500E+00*GeV]],8.3386E-01*pb],
[[[2.5625E+02*GeV,3.7500E+00*GeV],[2.5625E+02*GeV,3.7500E+00*GeV]],8.3590E-01*pb],
[[[2.5625E+02*GeV,6.2500E+00*GeV],[2.5625E+02*GeV,6.2500E+00*GeV]],8.3793E-01*pb],
[[[2.5625E+02*GeV,8.7500E+00*GeV],[2.5625E+02*GeV,8.7500E+00*GeV]],8.3997E-01*pb],
[[[2.5625E+02*GeV,1.1250E+01*GeV],[2.5625E+02*GeV,1.1250E+01*GeV]],8.4201E-01*pb],
[[[2.5625E+02*GeV,1.3750E+01*GeV],[2.5625E+02*GeV,1.3750E+01*GeV]],8.4405E-01*pb],
[[[2.5625E+02*GeV,1.6250E+01*GeV],[2.5625E+02*GeV,1.6250E+01*GeV]],8.4609E-01*pb],
[[[2.5625E+02*GeV,1.8750E+01*GeV],[2.5625E+02*GeV,1.8750E+01*GeV]],8.4813E-01*pb],
[[[2.5625E+02*GeV,2.1250E+01*GeV],[2.5625E+02*GeV,2.1250E+01*GeV]],8.5042E-01*pb],
[[[2.5625E+02*GeV,2.3750E+01*GeV],[2.5625E+02*GeV,2.3750E+01*GeV]],8.5272E-01*pb],
[[[2.5625E+02*GeV,2.6250E+01*GeV],[2.5625E+02*GeV,2.6250E+01*GeV]],8.5584E-01*pb],
[[[2.5625E+02*GeV,2.8750E+01*GeV],[2.5625E+02*GeV,2.8750E+01*GeV]],8.5978E-01*pb],
[[[2.5625E+02*GeV,3.1250E+01*GeV],[2.5625E+02*GeV,3.1250E+01*GeV]],8.6372E-01*pb],
[[[2.5625E+02*GeV,3.3750E+01*GeV],[2.5625E+02*GeV,3.3750E+01*GeV]],8.6766E-01*pb],
[[[2.5625E+02*GeV,3.6250E+01*GeV],[2.5625E+02*GeV,3.6250E+01*GeV]],8.7160E-01*pb],
[[[2.5625E+02*GeV,3.8750E+01*GeV],[2.5625E+02*GeV,3.8750E+01*GeV]],8.7554E-01*pb],
[[[2.5625E+02*GeV,4.1250E+01*GeV],[2.5625E+02*GeV,4.1250E+01*GeV]],8.7948E-01*pb],
[[[2.5625E+02*GeV,4.3750E+01*GeV],[2.5625E+02*GeV,4.3750E+01*GeV]],8.8342E-01*pb],
[[[2.5625E+02*GeV,4.6250E+01*GeV],[2.5625E+02*GeV,4.6250E+01*GeV]],8.8391E-01*pb],
[[[2.5625E+02*GeV,4.8750E+01*GeV],[2.5625E+02*GeV,4.8750E+01*GeV]],8.8441E-01*pb],
[[[2.5625E+02*GeV,5.1250E+01*GeV],[2.5625E+02*GeV,5.1250E+01*GeV]],8.9605E-01*pb],
[[[2.5625E+02*GeV,5.3750E+01*GeV],[2.5625E+02*GeV,5.3750E+01*GeV]],9.1883E-01*pb],
[[[2.5625E+02*GeV,5.6250E+01*GeV],[2.5625E+02*GeV,5.6250E+01*GeV]],9.4161E-01*pb],
[[[2.5625E+02*GeV,5.8750E+01*GeV],[2.5625E+02*GeV,5.8750E+01*GeV]],9.6439E-01*pb],
[[[2.5625E+02*GeV,6.1250E+01*GeV],[2.5625E+02*GeV,6.1250E+01*GeV]],9.8717E-01*pb],
[[[2.5625E+02*GeV,6.3750E+01*GeV],[2.5625E+02*GeV,6.3750E+01*GeV]],1.0100E+00*pb],
[[[2.5625E+02*GeV,6.6250E+01*GeV],[2.5625E+02*GeV,6.6250E+01*GeV]],1.0327E+00*pb],
[[[2.5625E+02*GeV,6.8750E+01*GeV],[2.5625E+02*GeV,6.8750E+01*GeV]],1.0555E+00*pb],
[[[2.5625E+02*GeV,7.1250E+01*GeV],[2.5625E+02*GeV,7.1250E+01*GeV]],1.0704E+00*pb],
[[[2.5625E+02*GeV,7.3750E+01*GeV],[2.5625E+02*GeV,7.3750E+01*GeV]],1.0853E+00*pb],
[[[2.5625E+02*GeV,7.6250E+01*GeV],[2.5625E+02*GeV,7.6250E+01*GeV]],1.0999E+00*pb],
[[[2.5625E+02*GeV,7.8750E+01*GeV],[2.5625E+02*GeV,7.8750E+01*GeV]],1.1143E+00*pb],
[[[2.5625E+02*GeV,8.1250E+01*GeV],[2.5625E+02*GeV,8.1250E+01*GeV]],1.1287E+00*pb],
[[[2.5625E+02*GeV,8.3750E+01*GeV],[2.5625E+02*GeV,8.3750E+01*GeV]],1.1430E+00*pb],
[[[2.5625E+02*GeV,8.6250E+01*GeV],[2.5625E+02*GeV,8.6250E+01*GeV]],1.1574E+00*pb],
[[[2.5625E+02*GeV,8.8750E+01*GeV],[2.5625E+02*GeV,8.8750E+01*GeV]],1.1718E+00*pb],
[[[2.5625E+02*GeV,9.1250E+01*GeV],[2.5625E+02*GeV,9.1250E+01*GeV]],1.1862E+00*pb],
[[[2.5625E+02*GeV,9.3750E+01*GeV],[2.5625E+02*GeV,9.3750E+01*GeV]],1.2005E+00*pb],
[[[2.5625E+02*GeV,9.6250E+01*GeV],[2.5625E+02*GeV,9.6250E+01*GeV]],1.2264E+00*pb],
[[[2.5625E+02*GeV,9.8750E+01*GeV],[2.5625E+02*GeV,9.8750E+01*GeV]],1.2522E+00*pb],
[[[2.5625E+02*GeV,1.0125E+02*GeV],[2.5625E+02*GeV,1.0125E+02*GeV]],1.3155E+00*pb],
[[[2.5625E+02*GeV,1.0375E+02*GeV],[2.5625E+02*GeV,1.0375E+02*GeV]],1.4163E+00*pb],
[[[2.5625E+02*GeV,1.0625E+02*GeV],[2.5625E+02*GeV,1.0625E+02*GeV]],1.5171E+00*pb],
[[[2.5625E+02*GeV,1.0875E+02*GeV],[2.5625E+02*GeV,1.0875E+02*GeV]],1.6179E+00*pb],
[[[2.5625E+02*GeV,1.1125E+02*GeV],[2.5625E+02*GeV,1.1125E+02*GeV]],1.7186E+00*pb],
[[[2.5625E+02*GeV,1.1375E+02*GeV],[2.5625E+02*GeV,1.1375E+02*GeV]],1.8194E+00*pb],
[[[2.5625E+02*GeV,1.1625E+02*GeV],[2.5625E+02*GeV,1.1625E+02*GeV]],1.9202E+00*pb],
[[[2.5625E+02*GeV,1.1875E+02*GeV],[2.5625E+02*GeV,1.1875E+02*GeV]],2.0210E+00*pb],
[[[2.5625E+02*GeV,1.2125E+02*GeV],[2.5625E+02*GeV,1.2125E+02*GeV]],2.0591E+00*pb],
[[[2.5625E+02*GeV,1.2375E+02*GeV],[2.5625E+02*GeV,1.2375E+02*GeV]],2.0971E+00*pb],
[[[2.5625E+02*GeV,1.2625E+02*GeV],[2.5625E+02*GeV,1.2625E+02*GeV]],2.1467E+00*pb],
[[[2.5625E+02*GeV,1.2875E+02*GeV],[2.5625E+02*GeV,1.2875E+02*GeV]],2.2077E+00*pb],
[[[2.5625E+02*GeV,1.3125E+02*GeV],[2.5625E+02*GeV,1.3125E+02*GeV]],2.2684E+00*pb],
[[[2.5875E+02*GeV,1.2500E+00*GeV],[2.5875E+02*GeV,1.2500E+00*GeV]],8.1145E-01*pb],
[[[2.5875E+02*GeV,3.7500E+00*GeV],[2.5875E+02*GeV,3.7500E+00*GeV]],8.1340E-01*pb],
[[[2.5875E+02*GeV,6.2500E+00*GeV],[2.5875E+02*GeV,6.2500E+00*GeV]],8.1535E-01*pb],
[[[2.5875E+02*GeV,8.7500E+00*GeV],[2.5875E+02*GeV,8.7500E+00*GeV]],8.1730E-01*pb],
[[[2.5875E+02*GeV,1.1250E+01*GeV],[2.5875E+02*GeV,1.1250E+01*GeV]],8.1925E-01*pb],
[[[2.5875E+02*GeV,1.3750E+01*GeV],[2.5875E+02*GeV,1.3750E+01*GeV]],8.2120E-01*pb],
[[[2.5875E+02*GeV,1.6250E+01*GeV],[2.5875E+02*GeV,1.6250E+01*GeV]],8.2315E-01*pb],
[[[2.5875E+02*GeV,1.8750E+01*GeV],[2.5875E+02*GeV,1.8750E+01*GeV]],8.2535E-01*pb],
[[[2.5875E+02*GeV,2.1250E+01*GeV],[2.5875E+02*GeV,2.1250E+01*GeV]],8.2754E-01*pb],
[[[2.5875E+02*GeV,2.3750E+01*GeV],[2.5875E+02*GeV,2.3750E+01*GeV]],8.2974E-01*pb],
[[[2.5875E+02*GeV,2.6250E+01*GeV],[2.5875E+02*GeV,2.6250E+01*GeV]],8.3272E-01*pb],
[[[2.5875E+02*GeV,2.8750E+01*GeV],[2.5875E+02*GeV,2.8750E+01*GeV]],8.3649E-01*pb],
[[[2.5875E+02*GeV,3.1250E+01*GeV],[2.5875E+02*GeV,3.1250E+01*GeV]],8.4026E-01*pb],
[[[2.5875E+02*GeV,3.3750E+01*GeV],[2.5875E+02*GeV,3.3750E+01*GeV]],8.4402E-01*pb],
[[[2.5875E+02*GeV,3.6250E+01*GeV],[2.5875E+02*GeV,3.6250E+01*GeV]],8.4779E-01*pb],
[[[2.5875E+02*GeV,3.8750E+01*GeV],[2.5875E+02*GeV,3.8750E+01*GeV]],8.5156E-01*pb],
[[[2.5875E+02*GeV,4.1250E+01*GeV],[2.5875E+02*GeV,4.1250E+01*GeV]],8.5533E-01*pb],
[[[2.5875E+02*GeV,4.3750E+01*GeV],[2.5875E+02*GeV,4.3750E+01*GeV]],8.5580E-01*pb],
[[[2.5875E+02*GeV,4.6250E+01*GeV],[2.5875E+02*GeV,4.6250E+01*GeV]],8.5628E-01*pb],
[[[2.5875E+02*GeV,4.8750E+01*GeV],[2.5875E+02*GeV,4.8750E+01*GeV]],8.5675E-01*pb],
[[[2.5875E+02*GeV,5.1250E+01*GeV],[2.5875E+02*GeV,5.1250E+01*GeV]],8.6789E-01*pb],
[[[2.5875E+02*GeV,5.3750E+01*GeV],[2.5875E+02*GeV,5.3750E+01*GeV]],8.8967E-01*pb],
[[[2.5875E+02*GeV,5.6250E+01*GeV],[2.5875E+02*GeV,5.6250E+01*GeV]],9.1146E-01*pb],
[[[2.5875E+02*GeV,5.8750E+01*GeV],[2.5875E+02*GeV,5.8750E+01*GeV]],9.3325E-01*pb],
[[[2.5875E+02*GeV,6.1250E+01*GeV],[2.5875E+02*GeV,6.1250E+01*GeV]],9.5504E-01*pb],
[[[2.5875E+02*GeV,6.3750E+01*GeV],[2.5875E+02*GeV,6.3750E+01*GeV]],9.7683E-01*pb],
[[[2.5875E+02*GeV,6.6250E+01*GeV],[2.5875E+02*GeV,6.6250E+01*GeV]],9.9861E-01*pb],
[[[2.5875E+02*GeV,6.8750E+01*GeV],[2.5875E+02*GeV,6.8750E+01*GeV]],1.0128E+00*pb],
[[[2.5875E+02*GeV,7.1250E+01*GeV],[2.5875E+02*GeV,7.1250E+01*GeV]],1.0271E+00*pb],
[[[2.5875E+02*GeV,7.3750E+01*GeV],[2.5875E+02*GeV,7.3750E+01*GeV]],1.0413E+00*pb],
[[[2.5875E+02*GeV,7.6250E+01*GeV],[2.5875E+02*GeV,7.6250E+01*GeV]],1.0553E+00*pb],
[[[2.5875E+02*GeV,7.8750E+01*GeV],[2.5875E+02*GeV,7.8750E+01*GeV]],1.0691E+00*pb],
[[[2.5875E+02*GeV,8.1250E+01*GeV],[2.5875E+02*GeV,8.1250E+01*GeV]],1.0828E+00*pb],
[[[2.5875E+02*GeV,8.3750E+01*GeV],[2.5875E+02*GeV,8.3750E+01*GeV]],1.0966E+00*pb],
[[[2.5875E+02*GeV,8.6250E+01*GeV],[2.5875E+02*GeV,8.6250E+01*GeV]],1.1103E+00*pb],
[[[2.5875E+02*GeV,8.8750E+01*GeV],[2.5875E+02*GeV,8.8750E+01*GeV]],1.1241E+00*pb],
[[[2.5875E+02*GeV,9.1250E+01*GeV],[2.5875E+02*GeV,9.1250E+01*GeV]],1.1378E+00*pb],
[[[2.5875E+02*GeV,9.3750E+01*GeV],[2.5875E+02*GeV,9.3750E+01*GeV]],1.1625E+00*pb],
[[[2.5875E+02*GeV,9.6250E+01*GeV],[2.5875E+02*GeV,9.6250E+01*GeV]],1.1872E+00*pb],
[[[2.5875E+02*GeV,9.8750E+01*GeV],[2.5875E+02*GeV,9.8750E+01*GeV]],1.2119E+00*pb],
[[[2.5875E+02*GeV,1.0125E+02*GeV],[2.5875E+02*GeV,1.0125E+02*GeV]],1.2725E+00*pb],
[[[2.5875E+02*GeV,1.0375E+02*GeV],[2.5875E+02*GeV,1.0375E+02*GeV]],1.3689E+00*pb],
[[[2.5875E+02*GeV,1.0625E+02*GeV],[2.5875E+02*GeV,1.0625E+02*GeV]],1.4653E+00*pb],
[[[2.5875E+02*GeV,1.0875E+02*GeV],[2.5875E+02*GeV,1.0875E+02*GeV]],1.5617E+00*pb],
[[[2.5875E+02*GeV,1.1125E+02*GeV],[2.5875E+02*GeV,1.1125E+02*GeV]],1.6580E+00*pb],
[[[2.5875E+02*GeV,1.1375E+02*GeV],[2.5875E+02*GeV,1.1375E+02*GeV]],1.7544E+00*pb],
