txName: T2ttC
constraint: 2.23*([[['b','jet','jet']],[['b','jet','jet']]])
[[[6.750000E+02*GeV,6.423330E+02*GeV],[6.750000E+02*GeV,6.423330E+02*GeV]],1.442800E-01*pb],
[[[6.750000E+02*GeV,6.374000E+02*GeV],[6.750000E+02*GeV,6.374000E+02*GeV]],1.493300E-01*pb],
[[[6.750000E+02*GeV,6.324670E+02*GeV],[6.750000E+02*GeV,6.324670E+02*GeV]],1.490700E-01*pb],
[[[6.750000E+02*GeV,6.275330E+02*GeV],[6.750000E+02*GeV,6.275330E+02*GeV]],1.492600E-01*pb],
[[[6.750000E+02*GeV,6.226000E+02*GeV],[6.750000E+02*GeV,6.226000E+02*GeV]],1.444300E-01*pb],
[[[6.750000E+02*GeV,6.176670E+02*GeV],[6.750000E+02*GeV,6.176670E+02*GeV]],1.453000E-01*pb],
[[[6.750000E+02*GeV,6.127330E+02*GeV],[6.750000E+02*GeV,6.127330E+02*GeV]],1.418800E-01*pb],
[[[6.750000E+02*GeV,6.078000E+02*GeV],[6.750000E+02*GeV,6.078000E+02*GeV]],1.513200E-01*pb],
[[[6.750000E+02*GeV,6.028670E+02*GeV],[6.750000E+02*GeV,6.028670E+02*GeV]],1.678600E-01*pb],
[[[6.750000E+02*GeV,5.979330E+02*GeV],[6.750000E+02*GeV,5.979330E+02*GeV]],1.960100E-01*pb],
[[[6.875000E+02*GeV,6.875000E+02*GeV],[6.875000E+02*GeV,6.875000E+02*GeV]],1.681300E-01*pb],
[[[6.875000E+02*GeV,6.745670E+02*GeV],[6.875000E+02*GeV,6.745670E+02*GeV]],1.681300E-01*pb],
[[[6.875000E+02*GeV,6.696330E+02*GeV],[6.875000E+02*GeV,6.696330E+02*GeV]],1.587900E-01*pb],
[[[6.875000E+02*GeV,6.647000E+02*GeV],[6.875000E+02*GeV,6.647000E+02*GeV]],1.528200E-01*pb],
[[[6.875000E+02*GeV,6.597670E+02*GeV],[6.875000E+02*GeV,6.597670E+02*GeV]],1.457200E-01*pb],
[[[6.875000E+02*GeV,6.548330E+02*GeV],[6.875000E+02*GeV,6.548330E+02*GeV]],1.388200E-01*pb],
[[[6.875000E+02*GeV,6.499000E+02*GeV],[6.875000E+02*GeV,6.499000E+02*GeV]],1.438700E-01*pb],
[[[6.875000E+02*GeV,6.449670E+02*GeV],[6.875000E+02*GeV,6.449670E+02*GeV]],1.490600E-01*pb],
[[[6.875000E+02*GeV,6.400330E+02*GeV],[6.875000E+02*GeV,6.400330E+02*GeV]],1.442300E-01*pb],
[[[6.875000E+02*GeV,6.351000E+02*GeV],[6.875000E+02*GeV,6.351000E+02*GeV]],1.429000E-01*pb],
[[[6.875000E+02*GeV,6.301670E+02*GeV],[6.875000E+02*GeV,6.301670E+02*GeV]],1.349400E-01*pb],
[[[6.875000E+02*GeV,6.252330E+02*GeV],[6.875000E+02*GeV,6.252330E+02*GeV]],1.315200E-01*pb],
[[[6.875000E+02*GeV,6.203000E+02*GeV],[6.875000E+02*GeV,6.203000E+02*GeV]],1.474600E-01*pb],
[[[6.875000E+02*GeV,6.153670E+02*GeV],[6.875000E+02*GeV,6.153670E+02*GeV]],1.640000E-01*pb],
[[[6.875000E+02*GeV,6.104330E+02*GeV],[6.875000E+02*GeV,6.104330E+02*GeV]],1.838800E-01*pb],
[[[7.000000E+02*GeV,7.000000E+02*GeV],[7.000000E+02*GeV,7.000000E+02*GeV]],1.560800E-01*pb],
[[[7.000000E+02*GeV,6.870670E+02*GeV],[7.000000E+02*GeV,6.870670E+02*GeV]],1.560800E-01*pb],
[[[7.000000E+02*GeV,6.821330E+02*GeV],[7.000000E+02*GeV,6.821330E+02*GeV]],1.508500E-01*pb],
[[[7.000000E+02*GeV,6.772000E+02*GeV],[7.000000E+02*GeV,6.772000E+02*GeV]],1.484300E-01*pb],
[[[7.000000E+02*GeV,6.722670E+02*GeV],[7.000000E+02*GeV,6.722670E+02*GeV]],1.409700E-01*pb],
[[[7.000000E+02*GeV,6.673330E+02*GeV],[7.000000E+02*GeV,6.673330E+02*GeV]],1.337100E-01*pb],
[[[7.000000E+02*GeV,6.624000E+02*GeV],[7.000000E+02*GeV,6.624000E+02*GeV]],1.390800E-01*pb],
[[[7.000000E+02*GeV,6.574670E+02*GeV],[7.000000E+02*GeV,6.574670E+02*GeV]],1.446100E-01*pb],
[[[7.000000E+02*GeV,6.525330E+02*GeV],[7.000000E+02*GeV,6.525330E+02*GeV]],1.437300E-01*pb],
[[[7.000000E+02*GeV,6.476000E+02*GeV],[7.000000E+02*GeV,6.476000E+02*GeV]],1.470300E-01*pb],
[[[7.000000E+02*GeV,6.426670E+02*GeV],[7.000000E+02*GeV,6.426670E+02*GeV]],1.334000E-01*pb],
[[[7.000000E+02*GeV,6.377330E+02*GeV],[7.000000E+02*GeV,6.377330E+02*GeV]],1.246200E-01*pb],
[[[7.000000E+02*GeV,6.328000E+02*GeV],[7.000000E+02*GeV,6.328000E+02*GeV]],1.408000E-01*pb],
[[[7.000000E+02*GeV,6.278670E+02*GeV],[7.000000E+02*GeV,6.278670E+02*GeV]],1.575900E-01*pb],
[[[7.000000E+02*GeV,6.229330E+02*GeV],[7.000000E+02*GeV,6.229330E+02*GeV]],1.769900E-01*pb],
[[[7.125000E+02*GeV,7.125000E+02*GeV],[7.125000E+02*GeV,7.125000E+02*GeV]],1.493900E-01*pb],
[[[7.125000E+02*GeV,6.995670E+02*GeV],[7.125000E+02*GeV,6.995670E+02*GeV]],1.493900E-01*pb],
[[[7.125000E+02*GeV,6.946330E+02*GeV],[7.125000E+02*GeV,6.946330E+02*GeV]],1.461500E-01*pb],
[[[7.125000E+02*GeV,6.897000E+02*GeV],[7.125000E+02*GeV,6.897000E+02*GeV]],1.439000E-01*pb],
[[[7.125000E+02*GeV,6.847670E+02*GeV],[7.125000E+02*GeV,6.847670E+02*GeV]],1.374400E-01*pb],
[[[7.125000E+02*GeV,6.798330E+02*GeV],[7.125000E+02*GeV,6.798330E+02*GeV]],1.298400E-01*pb],
[[[7.125000E+02*GeV,6.749000E+02*GeV],[7.125000E+02*GeV,6.749000E+02*GeV]],1.314000E-01*pb],
[[[7.125000E+02*GeV,6.699670E+02*GeV],[7.125000E+02*GeV,6.699670E+02*GeV]],1.371400E-01*pb],
[[[7.125000E+02*GeV,6.650330E+02*GeV],[7.125000E+02*GeV,6.650330E+02*GeV]],1.439900E-01*pb],
[[[7.125000E+02*GeV,6.601000E+02*GeV],[7.125000E+02*GeV,6.601000E+02*GeV]],1.472900E-01*pb],
[[[7.125000E+02*GeV,6.551670E+02*GeV],[7.125000E+02*GeV,6.551670E+02*GeV]],1.361000E-01*pb],
[[[7.125000E+02*GeV,6.502330E+02*GeV],[7.125000E+02*GeV,6.502330E+02*GeV]],1.222400E-01*pb],
[[[7.125000E+02*GeV,6.453000E+02*GeV],[7.125000E+02*GeV,6.453000E+02*GeV]],1.385500E-01*pb],
[[[7.125000E+02*GeV,6.403670E+02*GeV],[7.125000E+02*GeV,6.403670E+02*GeV]],1.555500E-01*pb],
[[[7.125000E+02*GeV,6.354330E+02*GeV],[7.125000E+02*GeV,6.354330E+02*GeV]],1.713300E-01*pb],
[[[7.250000E+02*GeV,7.250000E+02*GeV],[7.250000E+02*GeV,7.250000E+02*GeV]],1.472500E-01*pb],
[[[7.250000E+02*GeV,7.120670E+02*GeV],[7.250000E+02*GeV,7.120670E+02*GeV]],1.472500E-01*pb],
[[[7.250000E+02*GeV,7.071330E+02*GeV],[7.250000E+02*GeV,7.071330E+02*GeV]],1.422300E-01*pb],
[[[7.250000E+02*GeV,7.022000E+02*GeV],[7.250000E+02*GeV,7.022000E+02*GeV]],1.388900E-01*pb],
[[[7.250000E+02*GeV,6.972670E+02*GeV],[7.250000E+02*GeV,6.972670E+02*GeV]],1.342600E-01*pb],
[[[7.250000E+02*GeV,6.923330E+02*GeV],[7.250000E+02*GeV,6.923330E+02*GeV]],1.279000E-01*pb],
[[[7.250000E+02*GeV,6.874000E+02*GeV],[7.250000E+02*GeV,6.874000E+02*GeV]],1.243800E-01*pb],
[[[7.250000E+02*GeV,6.824670E+02*GeV],[7.250000E+02*GeV,6.824670E+02*GeV]],1.262500E-01*pb],
[[[7.250000E+02*GeV,6.775330E+02*GeV],[7.250000E+02*GeV,6.775330E+02*GeV]],1.370300E-01*pb],
[[[7.250000E+02*GeV,6.726000E+02*GeV],[7.250000E+02*GeV,6.726000E+02*GeV]],1.436800E-01*pb],
[[[7.250000E+02*GeV,6.676670E+02*GeV],[7.250000E+02*GeV,6.676670E+02*GeV]],1.350000E-01*pb],
[[[7.250000E+02*GeV,6.627330E+02*GeV],[7.250000E+02*GeV,6.627330E+02*GeV]],1.235300E-01*pb],
[[[7.250000E+02*GeV,6.578000E+02*GeV],[7.250000E+02*GeV,6.578000E+02*GeV]],1.403700E-01*pb],
[[[7.250000E+02*GeV,6.528670E+02*GeV],[7.250000E+02*GeV,6.528670E+02*GeV]],1.579500E-01*pb],
[[[7.250000E+02*GeV,6.479330E+02*GeV],[7.250000E+02*GeV,6.479330E+02*GeV]],1.703900E-01*pb],
[[[7.375000E+02*GeV,7.375000E+02*GeV],[7.375000E+02*GeV,7.375000E+02*GeV]],1.407600E-01*pb],
[[[7.375000E+02*GeV,7.245670E+02*GeV],[7.375000E+02*GeV,7.245670E+02*GeV]],1.407600E-01*pb],
[[[7.375000E+02*GeV,7.196330E+02*GeV],[7.375000E+02*GeV,7.196330E+02*GeV]],1.378100E-01*pb],
[[[7.375000E+02*GeV,7.147000E+02*GeV],[7.375000E+02*GeV,7.147000E+02*GeV]],1.330800E-01*pb],
[[[7.375000E+02*GeV,7.097670E+02*GeV],[7.375000E+02*GeV,7.097670E+02*GeV]],1.299600E-01*pb],
[[[7.375000E+02*GeV,7.048330E+02*GeV],[7.375000E+02*GeV,7.048330E+02*GeV]],1.255500E-01*pb],
[[[7.375000E+02*GeV,6.999000E+02*GeV],[7.375000E+02*GeV,6.999000E+02*GeV]],1.237700E-01*pb],
[[[7.375000E+02*GeV,6.949670E+02*GeV],[7.375000E+02*GeV,6.949670E+02*GeV]],1.202800E-01*pb],
[[[7.375000E+02*GeV,6.900330E+02*GeV],[7.375000E+02*GeV,6.900330E+02*GeV]],1.258800E-01*pb],
[[[7.375000E+02*GeV,6.851000E+02*GeV],[7.375000E+02*GeV,6.851000E+02*GeV]],1.366600E-01*pb],
[[[7.375000E+02*GeV,6.801670E+02*GeV],[7.375000E+02*GeV,6.801670E+02*GeV]],1.333000E-01*pb],
[[[7.375000E+02*GeV,6.752330E+02*GeV],[7.375000E+02*GeV,6.752330E+02*GeV]],1.244600E-01*pb],
[[[7.375000E+02*GeV,6.703000E+02*GeV],[7.375000E+02*GeV,6.703000E+02*GeV]],1.366400E-01*pb],
[[[7.375000E+02*GeV,6.653670E+02*GeV],[7.375000E+02*GeV,6.653670E+02*GeV]],1.547800E-01*pb],
[[[7.375000E+02*GeV,6.604330E+02*GeV],[7.375000E+02*GeV,6.604330E+02*GeV]],1.693800E-01*pb],
[[[7.500000E+02*GeV,7.500000E+02*GeV],[7.500000E+02*GeV,7.500000E+02*GeV]],1.269500E-01*pb],
[[[7.500000E+02*GeV,7.370670E+02*GeV],[7.500000E+02*GeV,7.370670E+02*GeV]],1.269500E-01*pb],
[[[7.500000E+02*GeV,7.321330E+02*GeV],[7.500000E+02*GeV,7.321330E+02*GeV]],1.278400E-01*pb],
[[[7.500000E+02*GeV,7.272000E+02*GeV],[7.500000E+02*GeV,7.272000E+02*GeV]],1.255100E-01*pb],
[[[7.500000E+02*GeV,7.222670E+02*GeV],[7.500000E+02*GeV,7.222670E+02*GeV]],1.249000E-01*pb],
[[[7.500000E+02*GeV,7.173330E+02*GeV],[7.500000E+02*GeV,7.173330E+02*GeV]],1.222200E-01*pb],
[[[7.500000E+02*GeV,7.124000E+02*GeV],[7.500000E+02*GeV,7.124000E+02*GeV]],1.230000E-01*pb],
[[[7.500000E+02*GeV,7.074670E+02*GeV],[7.500000E+02*GeV,7.074670E+02*GeV]],1.214900E-01*pb],
[[[7.500000E+02*GeV,7.025330E+02*GeV],[7.500000E+02*GeV,7.025330E+02*GeV]],1.202300E-01*pb],
[[[7.500000E+02*GeV,6.976000E+02*GeV],[7.500000E+02*GeV,6.976000E+02*GeV]],1.251700E-01*pb],
[[[7.500000E+02*GeV,6.926670E+02*GeV],[7.500000E+02*GeV,6.926670E+02*GeV]],1.282000E-01*pb],
[[[7.500000E+02*GeV,6.877330E+02*GeV],[7.500000E+02*GeV,6.877330E+02*GeV]],1.253900E-01*pb],
[[[7.500000E+02*GeV,6.828000E+02*GeV],[7.500000E+02*GeV,6.828000E+02*GeV]],1.319000E-01*pb],
[[[7.500000E+02*GeV,6.778670E+02*GeV],[7.500000E+02*GeV,6.778670E+02*GeV]],1.441200E-01*pb],
[[[7.500000E+02*GeV,6.729330E+02*GeV],[7.500000E+02*GeV,6.729330E+02*GeV]],1.610200E-01*pb],
[[[7.625000E+02*GeV,7.625000E+02*GeV],[7.625000E+02*GeV,7.625000E+02*GeV]],1.207900E-01*pb],
[[[7.625000E+02*GeV,7.495670E+02*GeV],[7.625000E+02*GeV,7.495670E+02*GeV]],1.207900E-01*pb],
[[[7.625000E+02*GeV,7.446330E+02*GeV],[7.625000E+02*GeV,7.446330E+02*GeV]],1.233900E-01*pb],
[[[7.625000E+02*GeV,7.397000E+02*GeV],[7.625000E+02*GeV,7.397000E+02*GeV]],1.236500E-01*pb],
[[[7.625000E+02*GeV,7.347670E+02*GeV],[7.625000E+02*GeV,7.347670E+02*GeV]],1.197400E-01*pb],
[[[7.625000E+02*GeV,7.298330E+02*GeV],[7.625000E+02*GeV,7.298330E+02*GeV]],1.192200E-01*pb],
[[[7.625000E+02*GeV,7.249000E+02*GeV],[7.625000E+02*GeV,7.249000E+02*GeV]],1.203300E-01*pb],
[[[7.625000E+02*GeV,7.199670E+02*GeV],[7.625000E+02*GeV,7.199670E+02*GeV]],1.210700E-01*pb],
[[[7.625000E+02*GeV,7.150330E+02*GeV],[7.625000E+02*GeV,7.150330E+02*GeV]],1.193600E-01*pb],
[[[7.625000E+02*GeV,7.101000E+02*GeV],[7.625000E+02*GeV,7.101000E+02*GeV]],1.181100E-01*pb],
[[[7.625000E+02*GeV,7.051670E+02*GeV],[7.625000E+02*GeV,7.051670E+02*GeV]],1.209700E-01*pb],
[[[7.625000E+02*GeV,7.002330E+02*GeV],[7.625000E+02*GeV,7.002330E+02*GeV]],1.228500E-01*pb],
[[[7.625000E+02*GeV,6.953000E+02*GeV],[7.625000E+02*GeV,6.953000E+02*GeV]],1.334400E-01*pb],
[[[7.625000E+02*GeV,6.903670E+02*GeV],[7.625000E+02*GeV,6.903670E+02*GeV]],1.406100E-01*pb],
[[[7.625000E+02*GeV,6.854330E+02*GeV],[7.625000E+02*GeV,6.854330E+02*GeV]],1.567600E-01*pb],
[[[7.750000E+02*GeV,7.750000E+02*GeV],[7.750000E+02*GeV,7.750000E+02*GeV]],1.214500E-01*pb],
[[[7.750000E+02*GeV,7.620670E+02*GeV],[7.750000E+02*GeV,7.620670E+02*GeV]],1.214500E-01*pb],
[[[7.750000E+02*GeV,7.571330E+02*GeV],[7.750000E+02*GeV,7.571330E+02*GeV]],1.267100E-01*pb],
[[[7.750000E+02*GeV,7.522000E+02*GeV],[7.750000E+02*GeV,7.522000E+02*GeV]],1.285700E-01*pb],
[[[7.750000E+02*GeV,7.472670E+02*GeV],[7.750000E+02*GeV,7.472670E+02*GeV]],1.201000E-01*pb],
[[[7.750000E+02*GeV,7.423330E+02*GeV],[7.750000E+02*GeV,7.423330E+02*GeV]],1.164700E-01*pb],
[[[7.750000E+02*GeV,7.374000E+02*GeV],[7.750000E+02*GeV,7.374000E+02*GeV]],1.179900E-01*pb],
[[[7.750000E+02*GeV,7.324670E+02*GeV],[7.750000E+02*GeV,7.324670E+02*GeV]],1.190400E-01*pb],
[[[7.750000E+02*GeV,7.275330E+02*GeV],[7.750000E+02*GeV,7.275330E+02*GeV]],1.168300E-01*pb],
[[[7.750000E+02*GeV,7.226000E+02*GeV],[7.750000E+02*GeV,7.226000E+02*GeV]],1.151500E-01*pb],
[[[7.750000E+02*GeV,7.176670E+02*GeV],[7.750000E+02*GeV,7.176670E+02*GeV]],1.170300E-01*pb],
[[[7.750000E+02*GeV,7.127330E+02*GeV],[7.750000E+02*GeV,7.127330E+02*GeV]],1.176200E-01*pb],
[[[7.750000E+02*GeV,7.078000E+02*GeV],[7.750000E+02*GeV,7.078000E+02*GeV]],1.317800E-01*pb],
[[[7.750000E+02*GeV,7.028670E+02*GeV],[7.750000E+02*GeV,7.028670E+02*GeV]],1.427500E-01*pb],
[[[7.750000E+02*GeV,6.979330E+02*GeV],[7.750000E+02*GeV,6.979330E+02*GeV]],1.605400E-01*pb],
[[[7.875000E+02*GeV,7.875000E+02*GeV],[7.875000E+02*GeV,7.875000E+02*GeV]],1.195800E-01*pb],
[[[7.875000E+02*GeV,7.745670E+02*GeV],[7.875000E+02*GeV,7.745670E+02*GeV]],1.195800E-01*pb],
[[[7.875000E+02*GeV,7.696330E+02*GeV],[7.875000E+02*GeV,7.696330E+02*GeV]],1.248400E-01*pb],
[[[7.875000E+02*GeV,7.647000E+02*GeV],[7.875000E+02*GeV,7.647000E+02*GeV]],1.295500E-01*pb],
[[[7.875000E+02*GeV,7.597670E+02*GeV],[7.875000E+02*GeV,7.597670E+02*GeV]],1.220800E-01*pb],
[[[7.875000E+02*GeV,7.548330E+02*GeV],[7.875000E+02*GeV,7.548330E+02*GeV]],1.140100E-01*pb],
[[[7.875000E+02*GeV,7.499000E+02*GeV],[7.875000E+02*GeV,7.499000E+02*GeV]],1.155300E-01*pb],
[[[7.875000E+02*GeV,7.449670E+02*GeV],[7.875000E+02*GeV,7.449670E+02*GeV]],1.173600E-01*pb],
[[[7.875000E+02*GeV,7.400330E+02*GeV],[7.875000E+02*GeV,7.400330E+02*GeV]],1.154400E-01*pb],
[[[7.875000E+02*GeV,7.351000E+02*GeV],[7.875000E+02*GeV,7.351000E+02*GeV]],1.132300E-01*pb],
[[[7.875000E+02*GeV,7.301670E+02*GeV],[7.875000E+02*GeV,7.301670E+02*GeV]],1.154700E-01*pb],
[[[7.875000E+02*GeV,7.252330E+02*GeV],[7.875000E+02*GeV,7.252330E+02*GeV]],1.160600E-01*pb],
[[[7.875000E+02*GeV,7.203000E+02*GeV],[7.875000E+02*GeV,7.203000E+02*GeV]],1.248900E-01*pb],
[[[7.875000E+02*GeV,7.153670E+02*GeV],[7.875000E+02*GeV,7.153670E+02*GeV]],1.396200E-01*pb],
[[[7.875000E+02*GeV,7.104330E+02*GeV],[7.875000E+02*GeV,7.104330E+02*GeV]],1.604500E-01*pb],
[[[8.000000E+02*GeV,8.000000E+02*GeV],[8.000000E+02*GeV,8.000000E+02*GeV]],1.142200E-01*pb],
[[[8.000000E+02*GeV,7.870670E+02*GeV],[8.000000E+02*GeV,7.870670E+02*GeV]],1.142200E-01*pb],
[[[8.000000E+02*GeV,7.821330E+02*GeV],[8.000000E+02*GeV,7.821330E+02*GeV]],1.197400E-01*pb],
[[[8.000000E+02*GeV,7.772000E+02*GeV],[8.000000E+02*GeV,7.772000E+02*GeV]],1.246700E-01*pb],
[[[8.000000E+02*GeV,7.722670E+02*GeV],[8.000000E+02*GeV,7.722670E+02*GeV]],1.188600E-01*pb],
[[[8.000000E+02*GeV,7.673330E+02*GeV],[8.000000E+02*GeV,7.673330E+02*GeV]],1.119400E-01*pb],
[[[8.000000E+02*GeV,7.624000E+02*GeV],[8.000000E+02*GeV,7.624000E+02*GeV]],1.138700E-01*pb],
[[[8.000000E+02*GeV,7.574670E+02*GeV],[8.000000E+02*GeV,7.574670E+02*GeV]],1.161400E-01*pb],
[[[8.000000E+02*GeV,7.525330E+02*GeV],[8.000000E+02*GeV,7.525330E+02*GeV]],1.146000E-01*pb],
[[[8.000000E+02*GeV,7.476000E+02*GeV],[8.000000E+02*GeV,7.476000E+02*GeV]],1.127200E-01*pb],
[[[8.000000E+02*GeV,7.426670E+02*GeV],[8.000000E+02*GeV,7.426670E+02*GeV]],1.170300E-01*pb],
[[[8.000000E+02*GeV,7.377330E+02*GeV],[8.000000E+02*GeV,7.377330E+02*GeV]],1.195700E-01*pb],
[[[8.000000E+02*GeV,7.328000E+02*GeV],[8.000000E+02*GeV,7.328000E+02*GeV]],1.221900E-01*pb],
[[[8.000000E+02*GeV,7.278670E+02*GeV],[8.000000E+02*GeV,7.278670E+02*GeV]],1.304400E-01*pb],
[[[8.000000E+02*GeV,7.229330E+02*GeV],[8.000000E+02*GeV,7.229330E+02*GeV]],1.496900E-01*pb],
[[[8.125000E+02*GeV,8.125000E+02*GeV],[8.125000E+02*GeV,8.125000E+02*GeV]],1.129800E-01*pb],
[[[8.125000E+02*GeV,7.995670E+02*GeV],[8.125000E+02*GeV,7.995670E+02*GeV]],1.129800E-01*pb],
[[[8.125000E+02*GeV,7.946330E+02*GeV],[8.125000E+02*GeV,7.946330E+02*GeV]],1.133700E-01*pb],
[[[8.125000E+02*GeV,7.897000E+02*GeV],[8.125000E+02*GeV,7.897000E+02*GeV]],1.190200E-01*pb],
[[[8.125000E+02*GeV,7.847670E+02*GeV],[8.125000E+02*GeV,7.847670E+02*GeV]],1.176400E-01*pb],
[[[8.125000E+02*GeV,7.798330E+02*GeV],[8.125000E+02*GeV,7.798330E+02*GeV]],1.121600E-01*pb],
[[[8.125000E+02*GeV,7.749000E+02*GeV],[8.125000E+02*GeV,7.749000E+02*GeV]],1.144800E-01*pb],
[[[8.125000E+02*GeV,7.699670E+02*GeV],[8.125000E+02*GeV,7.699670E+02*GeV]],1.127900E-01*pb],
[[[8.125000E+02*GeV,7.650330E+02*GeV],[8.125000E+02*GeV,7.650330E+02*GeV]],1.113500E-01*pb],
[[[8.125000E+02*GeV,7.601000E+02*GeV],[8.125000E+02*GeV,7.601000E+02*GeV]],1.098200E-01*pb],
[[[8.125000E+02*GeV,7.551670E+02*GeV],[8.125000E+02*GeV,7.551670E+02*GeV]],1.148800E-01*pb],
[[[8.125000E+02*GeV,7.502330E+02*GeV],[8.125000E+02*GeV,7.502330E+02*GeV]],1.192800E-01*pb],
[[[8.125000E+02*GeV,7.453000E+02*GeV],[8.125000E+02*GeV,7.453000E+02*GeV]],1.218500E-01*pb],
[[[8.125000E+02*GeV,7.403670E+02*GeV],[8.125000E+02*GeV,7.403670E+02*GeV]],1.245600E-01*pb],
[[[8.125000E+02*GeV,7.354330E+02*GeV],[8.125000E+02*GeV,7.354330E+02*GeV]],1.392400E-01*pb],
[[[8.250000E+02*GeV,8.250000E+02*GeV],[8.250000E+02*GeV,8.250000E+02*GeV]],1.183500E-01*pb],
[[[8.250000E+02*GeV,8.120670E+02*GeV],[8.250000E+02*GeV,8.120670E+02*GeV]],1.183500E-01*pb],
[[[8.250000E+02*GeV,8.071330E+02*GeV],[8.250000E+02*GeV,8.071330E+02*GeV]],1.105100E-01*pb],
[[[8.250000E+02*GeV,8.022000E+02*GeV],[8.250000E+02*GeV,8.022000E+02*GeV]],1.111800E-01*pb],
[[[8.250000E+02*GeV,7.972670E+02*GeV],[8.250000E+02*GeV,7.972670E+02*GeV]],1.159200E-01*pb],
[[[8.250000E+02*GeV,7.923330E+02*GeV],[8.250000E+02*GeV,7.923330E+02*GeV]],1.146000E-01*pb],
[[[8.250000E+02*GeV,7.874000E+02*GeV],[8.250000E+02*GeV,7.874000E+02*GeV]],1.130600E-01*pb],
[[[8.250000E+02*GeV,7.824670E+02*GeV],[8.250000E+02*GeV,7.824670E+02*GeV]],1.073100E-01*pb],
[[[8.250000E+02*GeV,7.775330E+02*GeV],[8.250000E+02*GeV,7.775330E+02*GeV]],1.059900E-01*pb],
[[[8.250000E+02*GeV,7.726000E+02*GeV],[8.250000E+02*GeV,7.726000E+02*GeV]],1.045500E-01*pb],
[[[8.250000E+02*GeV,7.676670E+02*GeV],[8.250000E+02*GeV,7.676670E+02*GeV]],1.103700E-01*pb],
[[[8.250000E+02*GeV,7.627330E+02*GeV],[8.250000E+02*GeV,7.627330E+02*GeV]],1.154900E-01*pb],
[[[8.250000E+02*GeV,7.578000E+02*GeV],[8.250000E+02*GeV,7.578000E+02*GeV]],1.178700E-01*pb],
[[[8.250000E+02*GeV,7.528670E+02*GeV],[8.250000E+02*GeV,7.528670E+02*GeV]],1.203700E-01*pb],
[[[8.250000E+02*GeV,7.479330E+02*GeV],[8.250000E+02*GeV,7.479330E+02*GeV]],1.334800E-01*pb],
[[[8.375000E+02*GeV,8.375000E+02*GeV],[8.375000E+02*GeV,8.375000E+02*GeV]],1.202300E-01*pb],
[[[8.375000E+02*GeV,8.245670E+02*GeV],[8.375000E+02*GeV,8.245670E+02*GeV]],1.202300E-01*pb],
[[[8.375000E+02*GeV,8.196330E+02*GeV],[8.375000E+02*GeV,8.196330E+02*GeV]],1.155800E-01*pb],
[[[8.375000E+02*GeV,8.147000E+02*GeV],[8.375000E+02*GeV,8.147000E+02*GeV]],1.077900E-01*pb],
[[[8.375000E+02*GeV,8.097670E+02*GeV],[8.375000E+02*GeV,8.097670E+02*GeV]],1.081100E-01*pb],
[[[8.375000E+02*GeV,8.048330E+02*GeV],[8.375000E+02*GeV,8.048330E+02*GeV]],1.127400E-01*pb],
[[[8.375000E+02*GeV,7.999000E+02*GeV],[8.375000E+02*GeV,7.999000E+02*GeV]],1.100600E-01*pb],
[[[8.375000E+02*GeV,7.949670E+02*GeV],[8.375000E+02*GeV,7.949670E+02*GeV]],1.043300E-01*pb],
[[[8.375000E+02*GeV,7.900330E+02*GeV],[8.375000E+02*GeV,7.900330E+02*GeV]],1.037200E-01*pb],
[[[8.375000E+02*GeV,7.851000E+02*GeV],[8.375000E+02*GeV,7.851000E+02*GeV]],1.023900E-01*pb],
[[[8.375000E+02*GeV,7.801670E+02*GeV],[8.375000E+02*GeV,7.801670E+02*GeV]],1.071800E-01*pb],
[[[8.375000E+02*GeV,7.752330E+02*GeV],[8.375000E+02*GeV,7.752330E+02*GeV]],1.131000E-01*pb],
[[[8.375000E+02*GeV,7.703000E+02*GeV],[8.375000E+02*GeV,7.703000E+02*GeV]],1.146300E-01*pb],
[[[8.375000E+02*GeV,7.653670E+02*GeV],[8.375000E+02*GeV,7.653670E+02*GeV]],1.169200E-01*pb],
[[[8.375000E+02*GeV,7.604330E+02*GeV],[8.375000E+02*GeV,7.604330E+02*GeV]],1.312900E-01*pb],
[[[8.500000E+02*GeV,8.500000E+02*GeV],[8.500000E+02*GeV,8.500000E+02*GeV]],1.152500E-01*pb],
[[[8.500000E+02*GeV,8.370670E+02*GeV],[8.500000E+02*GeV,8.370670E+02*GeV]],1.152500E-01*pb],
[[[8.500000E+02*GeV,8.321330E+02*GeV],[8.500000E+02*GeV,8.321330E+02*GeV]],1.165400E-01*pb],
[[[8.500000E+02*GeV,8.272000E+02*GeV],[8.500000E+02*GeV,8.272000E+02*GeV]],1.124500E-01*pb],
[[[8.500000E+02*GeV,8.222670E+02*GeV],[8.500000E+02*GeV,8.222670E+02*GeV]],1.054200E-01*pb],
[[[8.500000E+02*GeV,8.173330E+02*GeV],[8.500000E+02*GeV,8.173330E+02*GeV]],1.049600E-01*pb],
[[[8.500000E+02*GeV,8.124000E+02*GeV],[8.500000E+02*GeV,8.124000E+02*GeV]],1.069100E-01*pb],
[[[8.500000E+02*GeV,8.074670E+02*GeV],[8.500000E+02*GeV,8.074670E+02*GeV]],1.047500E-01*pb],
[[[8.500000E+02*GeV,8.025330E+02*GeV],[8.500000E+02*GeV,8.025330E+02*GeV]],1.050700E-01*pb],
